dataset_id,TRAN_AMT,WF_dvc_age,ALERT_TRGR_CD,DVC_TYPE_TXT,CARR_Missing,PH_NUM_UPDT_TS_Missing,PWD_UPDT_TS tm_year,PWD_UPDT_TS tm_hour,PWD_UPDT_TS tm_min,PH_NUM_UPDT_TS tm_year,PH_NUM_UPDT_TS tm_mon,PH_NUM_UPDT_TS tm_hour,PH_NUM_UPDT_TS tm_sec,PH_NUM_UPDT_TS tm_yday
106,0.01,352,2,2.0,0,0,2021.0,7.0,39.0,2018.0,6.0,6.0,4.0,159.0
107,1611.31,210,1,1.0,0,0,2021.0,14.0,21.0,2020.0,5.0,9.0,5.0,128.0
108,496.24,340,2,0.0,0,0,2021.0,12.0,10.0,2020.0,1.0,14.0,15.0,5.0
109,21.61,94,2,1.0,0,0,2020.0,8.0,55.0,2018.0,6.0,10.0,55.0,159.0
110,41.12,1016,2,0.0,0,1,2018.0,19.0,22.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
111,0.01,336,2,2.0,0,1,2020.0,10.0,14.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
112,5.11,707,1,2.0,0,1,2020.0,4.0,27.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
113,486.02,157,1,1.0,0,1,2019.0,7.0,50.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
114,0.01,14,2,1.0,0,0,2020.0,15.0,8.0,2019.0,7.0,2.0,10.0,183.0
115,493.66,0,1,2.0,0,0,2021.0,13.0,58.0,2019.0,5.0,17.0,5.0,147.0
116,471.86,157,1,2.0,0,0,2019.554677488253,10.29666809055959,26.19564288765485,2018.0,8.0,6.0,57.0,220.0
117,469.97,491,1,1.0,0,0,2019.554677488253,10.29666809055959,26.19564288765485,2020.0,2.0,12.0,37.0,39.0
118,496.12,0,2,2.0,1,1,2020.0,12.0,56.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
119,193.45,478,2,2.0,0,1,2018.0,7.0,57.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
120,26.55,1257,1,2.0,0,0,2019.554677488253,10.29666809055959,26.19564288765485,2019.0,8.0,12.0,38.0,220.0
121,493.23,0,1,1.0,1,0,2021.0,12.0,7.0,2020.0,5.0,12.0,29.0,137.0
122,494.41,524,2,2.0,0,0,2020.0,19.0,29.0,2021.0,5.0,8.0,8.0,134.0
123,485.74,0,2,2.0,1,0,2019.0,6.0,56.0,2020.0,5.0,16.0,48.0,122.0
124,117.63,63,1,2.0,1,0,2020.0,10.0,31.0,2019.0,1.0,6.0,56.0,11.0
125,0.9,245,1,2.0,0,1,2019.0,4.0,13.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
126,6.47,31,1,2.0,0,1,2019.554677488253,10.29666809055959,26.19564288765485,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
127,487.48,0,2,2.0,1,0,2021.0,12.0,26.0,2019.0,5.0,9.0,20.0,141.0
128,22.45,406,2,2.0,0,1,2017.0,5.0,38.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
129,501.94,51,2,1.0,0,1,2018.0,10.0,33.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
130,344.84,54,1,2.0,0,1,2017.0,4.0,3.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
131,488.49,1835,1,2.0,0,1,2020.0,6.0,8.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
132,441.98,18,1,2.0,1,1,2019.554677488253,10.29666809055959,26.19564288765485,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
133,474.88,44,1,2.0,0,1,2020.0,9.0,7.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
134,480.69,2029,1,2.0,0,1,2019.554677488253,10.29666809055959,26.19564288765485,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
135,0.01,224,2,2.0,0,0,2020.0,15.0,58.0,2018.0,4.0,17.0,8.0,98.0
136,492.76,521,1,2.0,0,0,2019.554677488253,10.29666809055959,26.19564288765485,2020.0,5.0,14.0,21.0,127.0
137,138.14,809,2,2.0,0,1,2020.0,16.0,7.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
138,0.01,103,1,2.0,0,1,2020.0,4.0,21.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
139,29.51,705,2,0.0,0,1,2019.554677488253,10.29666809055959,26.19564288765485,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
140,872.75,922,1,2.0,0,0,2021.0,1.0,7.0,2018.0,7.0,13.0,12.0,207.0
141,0.01,45,2,0.0,0,1,2021.0,17.0,12.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
142,490.85,1122,2,2.0,0,0,2019.554677488253,10.29666809055959,26.19564288765485,2021.0,11.0,12.0,43.0,318.0
143,0.01,535,2,2.0,0,1,2020.0,19.0,40.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
144,0.01,34,2,2.0,0,1,2017.0,4.0,28.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
145,490.87,1231,1,1.0,1,0,2021.0,10.0,26.0,2021.0,1.0,11.0,5.0,16.0
146,419.94,89,2,2.0,0,0,2019.554677488253,10.29666809055959,26.19564288765485,2019.0,3.0,11.0,15.0,72.0
147,197.85,478,1,2.0,0,1,2017.0,9.0,42.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
148,488.13,104,1,2.0,0,1,2021.0,12.0,32.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
149,488.72,0,1,0.0,1,1,2021.0,8.0,21.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
150,474.45,1111,2,2.0,0,1,2020.0,12.0,0.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
151,459.02,16,2,2.0,0,0,2019.554677488253,10.29666809055959,26.19564288765485,2019.0,7.0,16.0,19.0,189.0
152,490.93,0,1,2.0,1,0,2021.0,10.0,35.0,2021.0,12.0,13.0,43.0,335.0
153,7.52,18,2,2.0,0,1,2019.554677488253,10.29666809055959,26.19564288765485,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
154,488.58,162,2,2.0,0,0,2019.554677488253,10.29666809055959,26.19564288765485,2018.0,4.0,11.0,20.0,117.0
155,13.26,96,1,2.0,0,0,2017.0,14.0,19.0,2017.0,2.0,8.0,24.0,56.0
156,0.01,1056,2,2.0,0,0,2020.0,4.0,5.0,2019.0,2.0,7.0,35.0,59.0
157,61.05,87,2,2.0,0,1,2021.0,20.0,7.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
158,3.5,233,2,0.0,0,1,2021.0,7.0,6.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
159,474.37,601,1,2.0,0,1,2019.0,4.0,7.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
160,23.35,489,1,4.0,0,0,2017.0,1.0,0.0,2021.0,2.0,11.0,31.0,34.0
161,179.89,671,2,0.0,0,1,2017.0,6.0,3.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
162,486.81,0,2,0.0,1,0,2021.0,19.0,43.0,2020.0,5.0,23.0,43.0,146.0
163,493.32,1331,1,2.0,0,0,2019.554677488253,10.29666809055959,26.19564288765485,2020.0,4.0,13.0,5.0,115.0
164,427.43,165,1,2.0,0,1,2019.554677488253,10.29666809055959,26.19564288765485,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
165,13.35,1028,1,1.0,0,0,2019.0,4.0,54.0,2019.0,11.0,13.0,13.0,313.0
166,60.72,1323,2,1.0,0,1,2020.0,23.0,7.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
167,491.85,0,2,0.0,1,1,2021.0,15.0,26.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
168,164.33,969,1,2.0,0,0,2019.0,2.0,44.0,2020.0,7.0,7.0,28.0,202.0
169,488.46,2342,2,2.0,0,0,2019.554677488253,10.29666809055959,26.19564288765485,2019.0,8.0,22.0,35.0,240.0
170,489.04,229,2,2.0,0,0,2021.0,0.0,6.0,2020.0,5.0,23.0,5.0,132.0
171,477.84,1,1,2.0,0,1,2020.0,4.0,16.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
172,3.4,652,1,1.0,0,0,2019.554677488253,10.29666809055959,26.19564288765485,2021.0,6.0,6.0,37.0,176.0
173,65.01,1931,2,2.0,0,1,2020.0,11.0,58.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
174,17.3,44,2,2.0,0,1,2021.0,0.0,12.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
175,0.01,190,2,2.0,0,1,2020.0,10.0,20.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
176,0.01,134,1,0.0,0,1,2017.0,12.0,38.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
177,0.01,44,1,1.0,1,0,2019.554677488253,10.29666809055959,26.19564288765485,2020.0,9.0,3.0,17.0,274.0
178,169.37,147,2,1.0,0,0,2021.0,17.0,27.0,2020.0,3.0,13.0,39.0,77.0
179,494.26,555,1,1.0,0,0,2020.0,15.0,23.0,2019.0,9.0,13.0,25.0,251.0
180,348.31,457,1,2.0,0,1,2020.0,4.0,3.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
181,488.82,0,1,2.0,0,0,2020.0,10.0,29.0,2020.0,5.0,12.0,14.0,135.0
182,21.6,40,2,2.0,1,0,2017.0,4.0,7.0,2020.0,2.0,6.0,27.0,34.0
183,485.69,0,1,2.0,1,0,2021.0,9.0,33.0,2020.0,5.0,9.0,22.0,137.0
184,491.46,1178,1,2.0,1,0,2021.0,7.0,39.0,2020.0,5.0,13.0,42.0,125.0
185,489.86,80,1,2.0,0,1,2020.0,15.0,12.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
186,152.52,111,2,2.0,0,1,2020.0,14.0,15.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
187,6.89,57,1,2.0,0,1,2021.0,4.0,43.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
188,0.01,0,2,2.0,0,1,2017.0,4.0,4.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
189,782.15,1538,2,2.0,0,0,2017.0,9.0,10.0,2019.0,4.0,6.0,5.0,96.0
190,486.08,0,2,0.0,1,0,2020.0,8.0,54.0,2020.0,5.0,13.0,27.0,122.0
191,550.1,195,2,2.0,0,1,2017.0,10.0,7.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
192,0.01,370,2,2.0,0,0,2020.0,7.0,33.0,2020.0,7.0,6.0,37.0,183.0
193,473.05,919,1,1.0,0,1,2017.0,7.0,26.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
194,251.89,735,2,0.0,0,0,2019.554677488253,10.29666809055959,26.19564288765485,2021.0,1.0,7.0,4.0,8.0
195,0.01,312,1,2.0,0,1,2020.0,9.0,32.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
196,534.68,713,1,4.0,0,0,2018.0,8.0,43.0,2020.0,7.0,5.0,29.0,203.0
197,493.46,463,2,1.0,0,1,2019.554677488253,10.29666809055959,26.19564288765485,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
198,51.91,956,2,1.0,0,0,2019.554677488253,10.29666809055959,26.19564288765485,2017.0,12.0,6.0,23.0,343.0
199,467.51,1040,1,0.0,0,1,2020.0,4.0,41.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
200,382.43,536,2,1.0,0,0,2021.0,12.0,38.0,2017.0,2.0,9.0,5.0,47.0
201,8.01,2174,1,2.0,0,0,2017.0,12.0,49.0,2021.0,6.0,10.0,36.0,171.0
202,83.89,1907,2,0.0,0,1,2020.0,1.0,48.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
203,1.99,331,2,2.0,0,1,2021.0,21.0,27.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
204,6.98,2015,2,1.0,1,0,2020.0,8.0,17.0,2018.0,6.0,11.0,17.0,158.0
205,151.85,15,2,2.0,0,1,2020.0,9.0,37.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
206,16.3,348,2,2.0,0,1,2019.554677488253,10.29666809055959,26.19564288765485,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
207,0.01,4,1,2.0,0,1,2017.0,16.0,46.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
208,497.42,1427,1,1.0,0,1,2020.0,8.0,26.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
209,494.25,1457,1,0.0,0,0,2021.0,10.0,15.0,2019.0,5.0,9.0,39.0,145.0
210,477.54,2,1,2.0,0,1,2018.0,19.0,4.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
211,20.79,313,2,1.0,0,0,2019.554677488253,10.29666809055959,26.19564288765485,2018.0,7.0,11.0,18.0,193.0
212,0.01,1344,1,2.0,0,1,2017.0,14.0,53.0,2019.2462887989204,6.115384615384615,11.398785425101215,28.02968960863698,168.138326585695
